udi,product_id,air_temperature_[k],process_temperature_[k],rotational_speed_[rpm],torque_[nm],tool_wear_[min],machine_failure,twf,hdf,pwf,osf,rnf,temp_diff,power,wear_torque,norm_wear,type_L,type_M
1411,M16270,298.9,310.1,1469,53.2,189,0,0,0,0,0,0,11.200000000000045,78150.8,10054.800000000001,0.756,False,True
1412,L48591,298.9,310.1,1944,23.4,192,0,0,0,0,0,0,11.200000000000045,45489.6,4492.799999999999,0.8,True,False
1413,M16272,298.8,309.9,1415,53.2,194,0,0,0,0,0,0,11.099999999999966,75278.0,10320.800000000001,0.776,False,True
1414,M16273,298.7,309.8,1528,36.7,197,0,0,0,0,0,0,11.100000000000023,56077.600000000006,7229.900000000001,0.788,False,True
1415,M16274,298.7,309.8,1570,42.1,200,0,0,0,0,0,0,11.100000000000023,66097.0,8420.0,0.8,False,True
1416,L48595,298.7,309.9,1617,33.0,203,0,0,0,0,0,0,11.199999999999989,53361.0,6699.0,0.8458333333333333,True,False
1417,M16276,298.7,309.9,2083,18.2,205,0,0,0,0,0,0,11.199999999999989,37910.6,3731.0,0.82,False,True
1418,L48597,298.7,309.9,1541,38.5,208,0,0,0,0,0,0,11.199999999999989,59328.5,8008.0,0.8666666666666667,True,False
1419,L48598,298.8,309.9,1320,47.4,210,0,0,0,0,0,0,11.099999999999966,62568.0,9954.0,0.875,True,False
1420,L48599,298.7,309.8,1354,53.3,212,1,0,0,0,1,0,11.100000000000023,72168.2,11299.599999999999,0.8833333333333333,True,False
1421,M16280,298.8,309.9,1495,35.2,214,0,0,0,0,0,0,11.099999999999966,52624.00000000001,7532.8,0.856,False,True
1422,L48601,298.7,309.8,1589,31.8,217,0,0,0,0,0,0,11.100000000000023,50530.200000000004,6900.6,0.9041666666666667,True,False
1423,L48602,298.7,309.8,1530,35.5,0,0,0,0,0,0,0,11.100000000000023,54315.0,0.0,0.0,True,False
1424,L48603,298.7,309.8,1539,33.4,2,0,0,0,0,0,0,11.100000000000023,51402.6,66.8,0.008333333333333333,True,False
1425,L48604,298.7,309.7,1462,46.8,4,0,0,0,0,0,0,11.0,68421.59999999999,187.2,0.016666666666666666,True,False
1426,L48605,298.6,309.7,1356,54.0,6,0,0,0,0,0,0,11.099999999999966,73224.0,324.0,0.025,True,False
1427,M16286,298.7,309.7,1622,34.6,8,0,0,0,0,0,0,11.0,56121.200000000004,276.8,0.032,False,True
1428,L48607,298.7,309.8,1394,40.3,11,0,0,0,0,0,0,11.100000000000023,56178.2,443.29999999999995,0.04583333333333333,True,False
1429,L48608,298.8,309.9,1568,33.7,13,0,0,0,0,0,0,11.099999999999966,52841.600000000006,438.1,0.05416666666666667,True,False
1430,M16289,298.9,310.0,1456,43.8,15,0,0,0,0,0,0,11.100000000000023,63772.799999999996,657.0,0.06,False,True
1431,L48610,298.9,310.0,1378,49.3,18,0,0,0,0,0,0,11.100000000000023,67935.4,887.4,0.075,True,False
1432,M16291,298.9,309.9,1404,41.4,20,0,0,0,0,0,0,11.0,58125.6,828.0,0.08,False,True
1433,L48612,298.8,309.8,1437,42.8,23,0,0,0,0,0,0,11.0,61503.6,984.4,0.09583333333333334,True,False
1434,L48613,298.8,309.8,1363,44.0,25,0,0,0,0,0,0,11.0,59972.0,1100.0,0.10416666666666667,True,False
1435,M16294,298.8,309.8,1377,49.6,27,0,0,0,0,0,0,11.0,68299.2,1339.2,0.108,False,True
1436,H30849,298.8,309.9,1526,42.1,30,0,0,0,0,0,0,11.099999999999966,64244.6,1263.0,0.11538461538461539,False,False
1437,H30850,298.8,309.8,1510,44.2,35,0,0,0,0,0,0,11.0,66742.0,1547.0,0.1346153846153846,False,False
1438,H30851,298.8,309.9,1439,45.2,40,1,0,0,0,0,0,11.099999999999966,65042.8,1808.0,0.15384615384615385,False,False
1439,L48618,298.8,309.9,1482,39.1,45,0,0,0,0,0,0,11.099999999999966,57946.200000000004,1759.5,0.1875,True,False
1440,M16299,298.8,309.8,1534,37.0,47,0,0,0,0,0,0,11.0,56758.0,1739.0,0.188,False,True
1441,M16300,298.8,309.9,1741,27.7,50,0,0,0,0,0,0,11.099999999999966,48225.7,1385.0,0.2,False,True
1442,L48621,298.8,309.9,1550,38.8,53,0,0,0,0,0,0,11.099999999999966,60139.99999999999,2056.3999999999996,0.22083333333333333,True,False
1443,M16302,298.8,310.0,1486,38.5,55,0,0,0,0,0,0,11.199999999999989,57211.0,2117.5,0.22,False,True
1444,L48623,298.9,310.1,1602,38.2,58,0,0,0,0,0,0,11.200000000000045,61196.4,2215.6000000000004,0.24166666666666667,True,False
1445,L48624,299.0,310.2,1477,37.9,60,0,0,0,0,0,0,11.199999999999989,55978.299999999996,2274.0,0.25,True,False
1446,L48625,299.0,310.1,1618,29.2,62,0,0,0,0,0,0,11.100000000000023,47245.6,1810.3999999999999,0.25833333333333336,True,False
1447,M16306,299.0,310.2,1628,35.8,64,0,0,0,0,0,0,11.199999999999989,58282.399999999994,2291.2,0.256,False,True
1448,M16307,299.0,310.3,1662,33.6,67,0,0,0,0,0,0,11.300000000000011,55843.200000000004,2251.2000000000003,0.268,False,True
1449,M16308,299.0,310.3,1657,31.0,70,0,0,0,0,0,0,11.300000000000011,51367.0,2170.0,0.28,False,True
1450,H30863,299.0,310.4,1677,30.8,73,0,0,0,0,0,0,11.399999999999977,51651.6,2248.4,0.28076923076923077,False,False
1451,M16310,299.0,310.3,1447,39.9,78,0,0,0,0,0,0,11.300000000000011,57735.299999999996,3112.2,0.312,False,True
1452,L48631,298.9,310.4,1831,25.4,81,0,0,0,0,0,0,11.5,46507.399999999994,2057.4,0.3375,True,False
1453,L48632,299.0,310.3,1584,34.4,83,0,0,0,0,0,0,11.300000000000011,54489.6,2855.2,0.3458333333333333,True,False
1454,L48633,299.1,310.4,1450,40.9,85,0,0,0,0,0,0,11.299999999999955,59305.0,3476.5,0.3541666666666667,True,False
1455,L48634,299.1,310.4,1428,46.9,87,0,0,0,0,0,0,11.299999999999955,66973.2,4080.2999999999997,0.3625,True,False
1456,L48635,299.0,310.4,1382,53.0,89,0,0,0,0,0,0,11.399999999999977,73246.0,4717.0,0.37083333333333335,True,False
1457,L48636,299.0,310.3,1501,43.0,91,0,0,0,0,0,0,11.300000000000011,64543.0,3913.0,0.37916666666666665,True,False
1458,L48637,299.0,310.3,1475,42.4,93,0,0,0,0,0,0,11.300000000000011,62540.0,3943.2,0.3875,True,False
1459,L48638,298.9,310.3,1364,54.0,95,0,0,0,0,0,0,11.400000000000034,73656.0,5130.0,0.3958333333333333,True,False
1460,L48639,299.0,310.3,1472,36.1,97,0,0,0,0,0,0,11.300000000000011,53139.200000000004,3501.7000000000003,0.4041666666666667,True,False
1461,L48640,299.0,310.3,1437,47.8,99,0,0,0,0,0,0,11.300000000000011,68688.59999999999,4732.2,0.4125,True,False
1462,L48641,298.9,310.2,1491,45.1,101,0,0,0,0,0,0,11.300000000000011,67244.1,4555.1,0.42083333333333334,True,False
1463,L48642,298.9,310.2,1706,27.6,103,0,0,0,0,0,0,11.300000000000011,47085.600000000006,2842.8,0.42916666666666664,True,False
1464,L48643,298.8,310.1,1607,39.5,105,0,0,0,0,0,0,11.300000000000011,63476.5,4147.5,0.4375,True,False
1465,L48644,298.8,310.0,1412,46.3,107,0,0,0,0,0,0,11.199999999999989,65375.6,4954.099999999999,0.44583333333333336,True,False
1466,L48645,298.7,309.8,1546,40.9,109,0,0,0,0,0,0,11.100000000000023,63231.399999999994,4458.099999999999,0.45416666666666666,True,False
1467,L48646,298.7,309.8,1365,50.5,111,0,0,0,0,0,0,11.100000000000023,68932.5,5605.5,0.4625,True,False
1468,L48647,298.6,309.8,1544,30.2,113,0,0,0,0,0,0,11.199999999999989,46628.799999999996,3412.6,0.4708333333333333,True,False
1469,M16328,298.6,309.8,1419,44.9,115,0,0,0,0,0,0,11.199999999999989,63713.1,5163.5,0.46,False,True
1470,L48649,298.6,309.8,1497,41.6,118,0,0,0,0,0,0,11.199999999999989,62275.200000000004,4908.8,0.49166666666666664,True,False
1471,L48650,298.5,309.7,1437,42.6,120,0,0,0,0,0,0,11.199999999999989,61216.200000000004,5112.0,0.5,True,False
1472,L48651,298.5,309.6,1421,53.6,122,0,0,0,0,0,0,11.100000000000023,76165.6,6539.2,0.5083333333333333,True,False
1473,M16332,298.5,309.6,1438,44.5,124,0,0,0,0,0,0,11.100000000000023,63991.0,5518.0,0.496,False,True
1474,M16333,298.5,309.5,1315,48.9,127,0,0,0,0,0,0,11.0,64303.5,6210.3,0.508,False,True
1475,M16334,298.5,309.5,1366,61.9,130,0,0,0,0,0,0,11.0,84555.4,8047.0,0.52,False,True
1476,M16335,298.4,309.5,1519,35.4,133,0,0,0,0,0,0,11.100000000000023,53772.6,4708.2,0.532,False,True
1477,L48656,298.4,309.5,1692,28.3,136,0,0,0,0,0,0,11.100000000000023,47883.6,3848.8,0.5666666666666667,True,False
1478,L48657,298.3,309.4,1570,35.6,138,0,0,0,0,0,0,11.099999999999966,55892.0,4912.8,0.575,True,False
1479,L48658,298.3,309.4,1568,35.8,140,0,0,0,0,0,0,11.099999999999966,56134.399999999994,5012.0,0.5833333333333334,True,False
1480,L48659,298.2,309.3,1355,43.8,142,0,0,0,0,0,0,11.100000000000023,59348.99999999999,6219.599999999999,0.5916666666666667,True,False
1481,M16340,298.2,309.3,2056,18.7,144,0,0,0,0,0,0,11.100000000000023,38447.2,2692.7999999999997,0.576,False,True
1482,M16341,298.2,309.2,1332,60.2,147,0,0,0,0,0,0,11.0,80186.40000000001,8849.4,0.588,False,True
1483,M16342,298.1,309.1,1448,52.5,150,0,0,0,0,0,0,11.0,76020.0,7875.0,0.6,False,True
1484,L48663,298.0,308.9,1578,35.6,153,0,0,0,0,0,0,10.899999999999977,56176.8,5446.8,0.6375,True,False
1485,M16344,298.0,309.0,1562,39.2,155,0,0,0,0,0,0,11.0,61230.4,6076.0,0.62,False,True
1486,M16345,298.1,309.0,1976,19.3,158,0,0,0,0,0,0,10.899999999999977,38136.8,3049.4,0.632,False,True
1487,M16346,298.2,309.2,1524,34.6,161,0,0,0,0,0,0,11.0,52730.4,5570.6,0.644,False,True
1488,L48667,298.2,309.1,1429,48.5,164,0,0,0,0,0,0,10.900000000000034,69306.5,7954.0,0.6833333333333333,True,False
1489,L48668,298.2,309.1,1568,36.3,166,0,0,0,0,0,0,10.900000000000034,56918.399999999994,6025.799999999999,0.6916666666666667,True,False
1490,M16349,298.2,309.0,1723,26.6,168,0,0,0,0,0,0,10.800000000000011,45831.8,4468.8,0.672,False,True
1491,L48670,298.2,309.0,1341,43.8,171,0,0,0,0,0,0,10.800000000000011,58735.799999999996,7489.799999999999,0.7125,True,False
1492,M16351,298.1,308.9,1353,46.2,173,0,0,0,0,0,0,10.799999999999955,62508.600000000006,7992.6,0.692,False,True
1493,M16352,298.0,308.7,1479,58.5,176,1,0,0,1,0,0,10.699999999999989,86521.5,10296.0,0.704,False,True
1494,L48673,298.0,308.8,1496,44.9,179,0,0,0,0,0,0,10.800000000000011,67170.4,8037.099999999999,0.7458333333333333,True,False
1495,M16354,298.0,308.7,1377,48.5,181,0,0,0,0,0,0,10.699999999999989,66784.5,8778.5,0.724,False,True
1496,H30909,297.9,308.5,1383,44.6,184,0,0,0,0,0,0,10.600000000000023,61681.8,8206.4,0.7076923076923077,False,False
1497,L48676,298.0,308.7,1268,69.4,189,1,0,0,1,1,0,10.699999999999989,87999.20000000001,13116.6,0.7875,True,False
1498,L48677,298.0,308.7,1629,34.3,191,0,0,0,0,0,0,10.699999999999989,55874.7,6551.299999999999,0.7958333333333333,True,False
1499,L48678,298.0,308.8,1790,27.2,193,0,0,0,0,0,0,10.800000000000011,48688.0,5249.599999999999,0.8041666666666667,True,False
1500,M16359,298.1,308.8,2206,16.3,195,0,0,0,0,0,0,10.699999999999989,35957.8,3178.5,0.78,False,True
1501,M16360,298.0,308.7,2101,17.4,198,0,0,0,0,0,0,10.699999999999989,36557.399999999994,3445.2,0.792,False,True
1502,M16361,298.0,308.7,1436,48.2,201,0,0,0,0,0,0,10.699999999999989,69215.2,9688.2,0.804,False,True
1503,L48682,298.0,308.7,1462,48.2,204,0,0,0,0,0,0,10.699999999999989,70468.40000000001,9832.800000000001,0.85,True,False
1504,L48683,298.0,308.7,1771,26.2,206,0,0,0,0,0,0,10.699999999999989,46400.2,5397.2,0.8583333333333333,True,False
1505,L48684,298.0,308.7,1506,47.0,208,0,0,0,0,0,0,10.699999999999989,70782.0,9776.0,0.8666666666666667,True,False
1506,L48685,298.0,308.7,1626,36.7,210,0,0,0,0,0,0,10.699999999999989,59674.200000000004,7707.000000000001,0.875,True,False
1507,L48686,298.0,308.8,1610,33.7,212,0,0,0,0,0,0,10.800000000000011,54257.00000000001,7144.400000000001,0.8833333333333333,True,False
1508,M16367,298.0,308.6,1376,55.7,214,0,0,0,0,0,0,10.600000000000023,76643.2,11919.800000000001,0.856,False,True
1509,M16368,298.0,308.6,1507,37.3,217,0,0,0,0,0,0,10.600000000000023,56211.1,8094.099999999999,0.868,False,True
1510,L48689,298.0,308.5,1429,37.7,220,1,1,0,0,0,0,10.5,53873.3,8294.0,0.9166666666666666,True,False
1511,M16370,298.1,308.7,1547,38.9,0,0,0,0,0,0,0,10.599999999999966,60178.299999999996,0.0,0.0,False,True
1512,L48691,298.1,308.7,1642,30.3,3,0,0,0,0,0,0,10.599999999999966,49752.6,90.9,0.0125,True,False
1513,H30926,298.0,308.7,1503,36.3,5,0,0,0,0,0,0,10.699999999999989,54558.899999999994,181.5,0.019230769230769232,False,False
1514,L48693,298.1,308.7,1568,32.9,10,0,0,0,0,0,0,10.599999999999966,51587.2,329.0,0.041666666666666664,True,False
1515,M16374,298.1,308.8,1628,37.6,12,0,0,0,0,0,0,10.699999999999989,61212.8,451.20000000000005,0.048,False,True
1516,M16375,298.2,308.9,1614,35.5,15,0,0,0,0,0,0,10.699999999999989,57297.0,532.5,0.06,False,True
1517,L48696,298.2,308.9,1278,54.0,18,0,0,0,0,0,0,10.699999999999989,69012.0,972.0,0.075,True,False
1518,M16377,298.2,308.9,1408,38.8,20,0,0,0,0,0,0,10.699999999999989,54630.399999999994,776.0,0.08,False,True
1519,H30932,298.2,309.0,1371,55.7,23,0,0,0,0,0,0,10.800000000000011,76364.7,1281.1000000000001,0.08846153846153847,False,False
1520,M16379,298.2,308.9,1512,38.5,28,0,0,0,0,0,0,10.699999999999989,58212.0,1078.0,0.112,False,True
1521,L48700,298.3,309.1,1472,40.1,31,0,0,0,0,0,0,10.800000000000011,59027.200000000004,1243.1000000000001,0.12916666666666668,True,False
1522,M16381,298.2,308.9,1585,34.3,33,0,0,0,0,0,0,10.699999999999989,54365.49999999999,1131.8999999999999,0.132,False,True
1523,H30936,298.2,309.0,1562,37.7,36,0,0,0,0,0,0,10.800000000000011,58887.4,1357.2,0.13846153846153847,False,False
1524,L48703,298.3,309.0,1519,36.9,41,0,0,0,0,0,0,10.699999999999989,56051.1,1512.8999999999999,0.17083333333333334,True,False
1525,L48704,298.2,309.0,1601,35.8,43,0,0,0,0,0,0,10.800000000000011,57315.799999999996,1539.3999999999999,0.17916666666666667,True,False
1526,L48705,298.2,309.0,2449,13.8,45,0,0,0,0,0,0,10.800000000000011,33796.200000000004,621.0,0.1875,True,False
1527,L48706,298.1,309.0,1787,27.6,47,0,0,0,0,0,0,10.899999999999977,49321.200000000004,1297.2,0.19583333333333333,True,False
1528,H30941,298.1,309.1,1425,44.5,49,0,0,0,0,0,0,11.0,63412.5,2180.5,0.18846153846153846,False,False
1529,L48708,298.1,309.0,1559,34.0,54,0,0,0,0,0,0,10.899999999999977,53006.0,1836.0,0.225,True,False
1530,L48709,298.1,309.0,1557,36.0,56,0,0,0,0,0,0,10.899999999999977,56052.0,2016.0,0.23333333333333334,True,False
1531,L48710,298.1,309.0,1497,40.5,58,0,0,0,0,0,0,10.899999999999977,60628.5,2349.0,0.24166666666666667,True,False
1532,H30945,298.1,309.0,1438,41.4,60,0,0,0,0,0,0,10.899999999999977,59533.2,2484.0,0.23076923076923078,False,False
1533,M16392,298.1,308.9,1417,39.2,65,0,0,0,0,0,0,10.799999999999955,55546.4,2548.0,0.26,False,True
1534,M16393,298.0,308.9,1339,51.4,68,0,0,0,0,0,0,10.899999999999977,68824.59999999999,3495.2,0.272,False,True
1535,L48714,298.0,308.8,1757,29.1,71,0,0,0,0,0,0,10.800000000000011,51128.700000000004,2066.1,0.29583333333333334,True,False
1536,L48715,298.0,308.8,1581,36.1,73,0,0,0,0,0,0,10.800000000000011,57074.100000000006,2635.3,0.30416666666666664,True,False
1537,M16396,298.2,308.9,1326,54.4,75,0,0,0,0,0,0,10.699999999999989,72134.4,4080.0,0.3,False,True
1538,M16397,298.4,309.1,1467,39.6,78,0,0,0,0,0,0,10.700000000000045,58093.200000000004,3088.8,0.312,False,True
1539,L48718,298.4,309.1,1798,29.6,81,0,0,0,0,0,0,10.700000000000045,53220.8,2397.6,0.3375,True,False
1540,M16399,298.5,309.2,1449,46.4,83,0,0,0,0,0,0,10.699999999999989,67233.59999999999,3851.2,0.332,False,True
1541,M16400,298.4,309.1,1525,39.3,86,0,0,0,0,0,0,10.700000000000045,59932.49999999999,3379.7999999999997,0.344,False,True
1542,L48721,298.4,309.0,2304,15.1,89,0,0,0,0,0,0,10.600000000000023,34790.4,1343.8999999999999,0.37083333333333335,True,False
1543,L48722,298.3,308.9,1379,54.7,91,0,0,0,0,0,0,10.599999999999966,75431.3,4977.7,0.37916666666666665,True,False
1544,L48723,298.4,308.9,1628,34.9,93,0,0,0,0,0,0,10.5,56817.2,3245.7,0.3875,True,False
1545,L48724,298.4,309.0,1474,52.7,95,0,0,0,0,0,0,10.600000000000023,77679.8,5006.5,0.3958333333333333,True,False
1546,M16405,298.4,309.0,1544,38.8,97,0,0,0,0,0,0,10.600000000000023,59907.2,3763.6,0.388,False,True
1547,L48726,298.4,308.9,1391,48.4,100,0,0,0,0,0,0,10.5,67324.4,4840.0,0.4166666666666667,True,False
1548,L48727,298.3,308.9,1348,55.5,102,0,0,0,0,0,0,10.599999999999966,74814.0,5661.0,0.425,True,False
1549,M16408,298.3,308.8,1349,52.1,104,0,0,0,0,0,0,10.5,70282.90000000001,5418.400000000001,0.416,False,True
1550,L48729,298.4,308.9,1706,29.5,107,0,0,0,0,0,0,10.5,50327.0,3156.5,0.44583333333333336,True,False
1551,L48730,298.4,308.9,1638,32.4,109,0,0,0,0,0,0,10.5,53071.2,3531.6,0.45416666666666666,True,False
1552,L48731,298.4,308.8,1458,40.1,111,0,0,0,0,0,0,10.400000000000034,58465.8,4451.1,0.4625,True,False
1553,L48732,298.5,308.9,1781,27.8,113,0,0,0,0,0,0,10.399999999999977,49511.8,3141.4,0.4708333333333333,True,False
1554,L48733,298.5,308.8,1332,59.1,115,0,0,0,0,0,0,10.300000000000011,78721.2,6796.5,0.4791666666666667,True,False
1555,M16414,298.4,308.7,1584,31.7,117,0,0,0,0,0,0,10.300000000000011,50212.799999999996,3708.9,0.468,False,True
1556,L48735,298.4,308.6,1491,42.0,120,0,0,0,0,0,0,10.200000000000045,62622.0,5040.0,0.5,True,False
1557,H30970,298.4,308.5,1398,47.1,122,0,0,0,0,0,0,10.100000000000023,65845.8,5746.2,0.46923076923076923,False,False
1558,L48737,298.3,308.4,1585,30.6,127,0,0,0,0,0,0,10.099999999999966,48501.0,3886.2000000000003,0.5291666666666667,True,False
1559,M16418,298.2,308.3,1476,43.5,129,0,0,0,0,0,0,10.100000000000023,64206.0,5611.5,0.516,False,True
1560,L48739,298.2,308.3,1458,41.8,132,0,0,0,0,0,0,10.100000000000023,60944.399999999994,5517.599999999999,0.55,True,False
1561,M16420,298.2,308.4,1510,39.9,134,0,0,0,0,0,0,10.199999999999989,60249.0,5346.599999999999,0.536,False,True
1562,L48741,298.2,308.4,1388,53.8,137,0,0,0,0,0,0,10.199999999999989,74674.4,7370.599999999999,0.5708333333333333,True,False
1563,L48742,298.2,308.3,2216,16.8,139,0,0,0,0,0,0,10.100000000000023,37228.8,2335.2000000000003,0.5791666666666667,True,False
1564,L48743,298.2,308.3,1402,51.0,141,0,0,0,0,0,0,10.100000000000023,71502.0,7191.0,0.5875,True,False
1565,M16424,298.0,308.2,2090,19.0,143,0,0,0,0,0,0,10.199999999999989,39710.0,2717.0,0.572,False,True
1566,L48745,298.0,308.2,1459,42.1,146,0,0,0,0,0,0,10.199999999999989,61423.9,6146.6,0.6083333333333333,True,False
1567,M16426,298.0,308.1,1403,44.8,148,0,0,0,0,0,0,10.100000000000023,62854.399999999994,6630.4,0.592,False,True
1568,L48747,298.1,308.2,1521,39.3,151,0,0,0,0,0,0,10.099999999999966,59775.299999999996,5934.299999999999,0.6291666666666667,True,False
1569,L48748,298.2,308.2,1407,47.1,153,0,0,0,0,0,0,10.0,66269.7,7206.3,0.6375,True,False
1570,M16429,298.1,308.2,1654,35.3,155,0,0,0,0,0,0,10.099999999999966,58386.2,5471.5,0.62,False,True
1571,L48750,298.2,308.4,1452,43.5,158,0,0,0,0,0,0,10.199999999999989,63162.0,6873.0,0.6583333333333333,True,False
1572,L48751,298.3,308.4,1528,37.3,160,0,0,0,0,0,0,10.099999999999966,56994.399999999994,5968.0,0.6666666666666666,True,False
1573,L48752,298.2,308.3,1230,59.6,162,0,0,0,0,0,0,10.100000000000023,73308.0,9655.2,0.675,True,False
1574,L48753,298.2,308.2,1466,42.4,164,0,0,0,0,0,0,10.0,62158.4,6953.599999999999,0.6833333333333333,True,False
1575,L48754,298.2,308.2,1478,50.1,166,0,0,0,0,0,0,10.0,74047.8,8316.6,0.6916666666666667,True,False
1576,L48755,298.2,308.3,2057,18.0,168,0,0,0,0,0,0,10.100000000000023,37026.0,3024.0,0.7,True,False
1577,L48756,298.3,308.4,1490,41.7,170,0,0,0,0,0,0,10.099999999999966,62133.00000000001,7089.000000000001,0.7083333333333334,True,False
1578,L48757,298.3,308.4,1484,43.4,172,0,0,0,0,0,0,10.099999999999966,64405.6,7464.8,0.7166666666666667,True,False
1579,L48758,298.3,308.4,1593,37.0,174,0,0,0,0,0,0,10.099999999999966,58941.0,6438.0,0.725,True,False
1580,L48759,298.3,308.3,1444,43.8,176,0,0,0,0,0,0,10.0,63247.2,7708.799999999999,0.7333333333333333,True,False
1581,M16440,298.3,308.4,1444,47.5,178,0,0,0,0,0,0,10.099999999999966,68590.0,8455.0,0.712,False,True
1582,M16441,298.2,308.3,1560,33.0,181,0,0,0,0,0,0,10.100000000000023,51480.0,5973.0,0.724,False,True
1583,H30996,298.1,308.3,1530,42.0,184,0,0,0,0,0,0,10.199999999999989,64260.0,7728.0,0.7076923076923077,False,False
1584,L48763,298.2,308.4,1310,61.0,189,1,0,0,0,1,0,10.199999999999989,79910.0,11529.0,0.7875,True,False
1585,M16444,298.2,308.3,1639,33.3,191,0,0,0,0,0,0,10.100000000000023,54578.7,6360.299999999999,0.764,False,True
1586,L48765,298.2,308.3,1400,48.7,194,0,0,0,0,0,0,10.100000000000023,68180.0,9447.800000000001,0.8083333333333333,True,False
1587,M16446,298.3,308.4,1486,44.2,196,0,0,0,0,0,0,10.099999999999966,65681.2,8663.2,0.784,False,True
1588,M16447,298.2,308.3,1448,43.3,199,0,0,0,0,0,0,10.100000000000023,62698.399999999994,8616.699999999999,0.796,False,True
1589,L48768,298.2,308.3,1688,32.0,202,0,0,0,0,0,0,10.100000000000023,54016.0,6464.0,0.8416666666666667,True,False
1590,M16449,298.1,308.3,1453,41.5,204,0,0,0,0,0,0,10.199999999999989,60299.5,8466.0,0.816,False,True
1591,L48770,298.2,308.4,1497,37.7,207,0,0,0,0,0,0,10.199999999999989,56436.9,7803.900000000001,0.8625,True,False
1592,L48771,298.2,308.4,1355,49.4,209,0,0,0,0,0,0,10.199999999999989,66937.0,10324.6,0.8708333333333333,True,False
1593,L48772,298.1,308.4,1592,38.2,211,0,0,0,0,0,0,10.299999999999955,60814.4,8060.200000000001,0.8791666666666667,True,False
1594,L48773,298.0,308.3,1544,34.7,213,0,0,0,0,0,0,10.300000000000011,53576.8,7391.1,0.8875,True,False
1595,M16454,298.0,308.2,1373,51.2,215,0,0,0,0,0,0,10.199999999999989,70297.6,11008.0,0.86,False,True
1596,L48775,298.0,308.2,1365,52.9,218,1,0,0,0,1,0,10.199999999999989,72208.5,11532.199999999999,0.9083333333333333,True,False
1597,L48776,298.0,308.1,1877,24.3,0,0,0,0,0,0,0,10.100000000000023,45611.1,0.0,0.0,True,False
1598,L48777,297.9,308.1,1531,40.8,2,0,0,0,0,0,0,10.200000000000045,62464.799999999996,81.6,0.008333333333333333,True,False
1599,L48778,297.9,308.0,1501,36.7,4,0,0,0,0,0,0,10.100000000000023,55086.700000000004,146.8,0.016666666666666666,True,False
1600,L48779,297.9,308.0,1490,46.2,6,0,0,0,0,0,0,10.100000000000023,68838.0,277.20000000000005,0.025,True,False
1601,M16460,297.8,307.8,1543,43.7,8,0,0,0,0,0,0,10.0,67429.1,349.6,0.032,False,True
1602,L48781,297.8,307.8,1597,38.2,11,0,0,0,0,0,0,10.0,61005.4,420.20000000000005,0.04583333333333333,True,False
1603,H31016,297.8,307.9,1600,33.5,13,0,0,0,0,0,0,10.099999999999966,53600.0,435.5,0.05,False,False
1604,M16463,297.8,307.8,1622,32.1,18,0,0,0,0,0,0,10.0,52066.200000000004,577.8000000000001,0.072,False,True
1605,L48784,297.8,307.8,1452,39.8,21,0,0,0,0,0,0,10.0,57789.6,835.8,0.0875,True,False
1606,L48785,297.8,307.8,1396,42.5,23,0,0,0,0,0,0,10.0,59330.0,977.5,0.09583333333333334,True,False
1607,L48786,297.8,307.7,1505,39.7,25,0,0,0,0,0,0,9.899999999999977,59748.50000000001,992.5000000000001,0.10416666666666667,True,False
1608,L48787,297.8,307.8,1412,48.3,27,0,0,0,0,0,0,10.0,68199.59999999999,1304.1,0.1125,True,False
1609,L48788,297.8,307.7,1393,38.0,29,0,0,0,0,0,0,9.899999999999977,52934.0,1102.0,0.12083333333333333,True,False
1610,L48789,297.7,307.7,1581,34.9,31,0,0,0,0,0,0,10.0,55176.899999999994,1081.8999999999999,0.12916666666666668,True,False
1611,L48790,297.8,307.8,1573,37.9,33,0,0,0,0,0,0,10.0,59616.7,1250.7,0.1375,True,False
1612,M16471,297.8,307.9,1726,27.3,35,0,0,0,0,0,0,10.099999999999966,47119.8,955.5,0.14,False,True
1613,M16472,297.9,307.9,1540,39.8,38,0,0,0,0,0,0,10.0,61291.99999999999,1512.3999999999999,0.152,False,True
1614,L48793,297.9,308.0,1296,62.9,41,0,0,0,0,0,0,10.100000000000023,81518.4,2578.9,0.17083333333333334,True,False
1615,M16474,297.8,307.9,1802,25.8,43,0,0,0,0,0,0,10.099999999999966,46491.6,1109.4,0.172,False,True
1616,L48795,297.8,307.9,1447,48.6,46,0,0,0,0,0,0,10.099999999999966,70324.2,2235.6,0.19166666666666668,True,False
1617,H31030,297.8,307.8,1662,30.7,48,0,0,0,0,0,0,10.0,51023.4,1473.6,0.18461538461538463,False,False
1618,L48797,297.8,307.8,1563,34.3,53,0,0,0,0,0,0,10.0,53610.899999999994,1817.8999999999999,0.22083333333333333,True,False
1619,L48798,297.9,307.8,1286,59.5,55,0,0,0,0,0,0,9.900000000000034,76517.0,3272.5,0.22916666666666666,True,False
1620,L48799,297.9,307.7,1590,34.6,57,0,0,0,0,0,0,9.800000000000011,55014.0,1972.2,0.2375,True,False
1621,L48800,297.9,307.7,1492,43.7,59,0,0,0,0,0,0,9.800000000000011,65200.4,2578.3,0.24583333333333332,True,False
1622,L48801,297.7,307.6,1844,21.9,61,0,0,0,0,0,0,9.900000000000034,40383.6,1335.8999999999999,0.25416666666666665,True,False
